what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1449330532229
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449330542692
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449330646917
started,bundle,org.eclipse.jst.jsf.facelet.core,1.0.2.v201101042130,"org.eclipse.jst.jsf.facelet.core",1449330651631
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1449330658683
executed,command,,,"AUTOGEN:::org.eclipse.jst.jsp.core.jspsource.ruler.actions/org.eclipse.ui.texteditor.SelectRulerAction",1449330660546
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1449330673458
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449330678142
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1449330680199
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449330680234
closed,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1449330680316
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1449330682491
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1449330682513
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1449330683265
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1449330683298
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1449330683835
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1449330707890
error,log,,,"IStructuredDocumentRegion management failed.",1449330727160
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1449330904974
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1449330905985
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1449330938265
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449330940149
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449331005706
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449331075312
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449331995274
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1449332014416
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449332017188
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449332074920
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449332089127
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449332103656
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449332110520
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449332113954
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449332121531
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449332135464
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1449332199251
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1449332204289
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449332208179
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449332216254
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449332217077
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449332285311
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1449332306869
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1449332312609
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1449332333728
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1449332334691
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1449332346332
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1449332350784
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1449332351657
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449332352753
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449332371753
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449332373537
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449332374452
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449332377839
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449332872262
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449332882051
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449332889851
executed,command,,,"AUTOGEN:::org.eclipse.jst.jsp.core.jspsource.ruler.actions/org.eclipse.ui.texteditor.SelectRulerAction",1449332952420
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1449332969919
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1449332970506
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1449332971329
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449332973969
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449333029646
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1449333061410
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1449333062746
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1449333063377
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449333065016
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449333309299
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449333314734
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449333824916
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1449333828619
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1449333829195
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449333888655
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449333963115
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449333993654
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449334014186
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1449334079301
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1449334080849
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1449334111404
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1449334115938
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1449334121568
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1449334126067
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449334135932
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449334322657
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1449334322790
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.202.v201004211732,"org.eclipse.wst.ws.service.policy.ui",1449334322924
started,bundle,org.eclipse.wst.ws.service.policy,1.0.204.v201011011834,"org.eclipse.wst.ws.service.policy",1449334322926
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1449334322936
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1449334322937
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449334340563
started,bundle,org.eclipse.jpt.ui,2.3.2.v201008252310,"org.eclipse.jpt.ui",1449334346921
started,bundle,org.eclipse.wst.common.environment,1.0.400.v200912181832,"org.eclipse.wst.common.environment",1449334349899
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1449334453035
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449334453074
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449334458521
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1449334461312
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1449334461313
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449334461328
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449334478708
started,bundle,org.eclipse.jst.j2ee.ejb.annotations.ui,1.1.200.v201004290730,"org.eclipse.jst.j2ee.ejb.annotations.ui",1449334487607
started,bundle,org.eclipse.jst.j2ee.ejb.annotation.model,1.1.300.v201003112036,"org.eclipse.jst.j2ee.ejb.annotation.model",1449334487610
started,bundle,org.eclipse.datatools.connectivity,1.2.2.v201010220354,"org.eclipse.datatools.connectivity",1449334487621
started,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1449334487628
started,bundle,org.eclipse.jst.j2ee.ejb.annotations.emitter,1.1.200.v200909290826,"org.eclipse.jst.j2ee.ejb.annotations.emitter",1449334487629
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1449334526191
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449334526214
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449334539447
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449334655743
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449334658884
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1449334729176
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449334729485
started,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1449334729544
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1449334729682
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1449334729770
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1449334737308
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449334745324
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1449334746629
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449334746716
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1449334746774
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449334751099
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449334806750
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449334811343
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449334819967
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449334827588
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449334859231
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1449334859350
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1449334859418
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1449334878878
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1449334882787
started,bundle,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.ui.views.log",1449334882788
started,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1449334882789
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1449334882821
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1449334905575
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1449334915236
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449334987164
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449334990366
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449335016982
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449335061962
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449335092060
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449335197864
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449335199798
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1449335316979
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449335317053
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449335317829
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449335322601
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449335323591
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449335370232
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1449335370338
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1449335371471
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449335397072
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449335406500
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1449335407603
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1449335413209
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1449335416825
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449335422928
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449335423951
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1449335423994
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449335424029
started,bundle,org.eclipse.pde.core,3.6.2.v20110210_r362,"org.eclipse.pde.core",1449335424342
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449335430103
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1449335434514
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449335442898
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449335443047
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1449335457162
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1449335459398
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449335471429
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449335512669
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449335522317
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449335728446
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1449335745963
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1449335745995
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1449335746878
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1449335750319
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1449335750741
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449335752512
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449335758147
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1449335760499
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449335770232
closed,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1449335774944
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1449335775021
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1449335775021
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449335775054
closed,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1449335775114
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1449335775216
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449335801890
started,bundle,org.eclipse.wst.common.project.facet.ui,1.4.103.v201101271715,"org.eclipse.wst.common.project.facet.ui",1449335806828
started,bundle,org.eclipse.wst.web.ui,1.1.400.v201004141630,"org.eclipse.wst.web.ui",1449335806829
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1449335815599
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1449335818833
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449335818856
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.3.v201011040143,"org.eclipse.wst.jsdt.debug.ui",1449335819150
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449335824777
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1449335826831
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1449335826833
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449335826863
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449335830194
error,log,,,"Missing or failed server extension: Runtime[Apache Tomcat v8.0, Apache Tomcat v8.0, /home/titouan/Dev-Java/apache-tomcat-8.0.29, null]. Enable tracing for more information",1449335837166
started,bundle,org.eclipse.wst.server.discovery,1.0.101.v20100707,"org.eclipse.wst.server.discovery",1449335860328
started,bundle,org.eclipse.equinox.p2.ui,2.0.0.v20100518,"org.eclipse.equinox.p2.ui",1449335860334
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1449335860341
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.201.R36x_v20100823,"org.eclipse.equinox.p2.updatesite",1449335860394
started,bundle,org.eclipse.equinox.p2.publisher,1.1.2.v20100824-2220,"org.eclipse.equinox.p2.publisher",1449335860395
started,bundle,org.eclipse.ecf.filetransfer,4.0.0.v20100906-1425,"org.eclipse.ecf.filetransfer",1449335860407
started,bundle,org.eclipse.ecf.identity,3.1.0.v20100906-1425,"org.eclipse.ecf.identity",1449335860415
started,bundle,org.eclipse.ecf,3.1.0.v20100906-1425,"org.eclipse.ecf",1449335860424
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20100906-1425,"org.eclipse.ecf.provider.filetransfer.httpclient",1449335860430
started,bundle,org.eclipse.ecf.provider.filetransfer,3.1.0.v20100906-1425,"org.eclipse.ecf.provider.filetransfer",1449335860434
started,bundle,org.eclipse.equinox.p2.director,2.0.3.R36x_v20101117-1018,"org.eclipse.equinox.p2.director",1449335868678
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.100.v20100503,"org.eclipse.equinox.p2.garbagecollector",1449335868685
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.0.v20100518,"org.eclipse.equinox.p2.extensionlocation",1449335868804
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.1.R36x_v20100901,"org.eclipse.equinox.p2.artifact.repository",1449335869199
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449335889383
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449335891661
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.help.aboutAction",1449335931461
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449335931516
started,bundle,org.eclipse.wst.jsdt.debug.core,1.0.3.v201011040143,"org.eclipse.wst.jsdt.debug.core",1449335933018
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1449335933084
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1449335933458
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1449335933458
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1449335933458
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1449335933459
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1449335933459
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1449335933459
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.505.v20100428,"org.eclipse.jst.server.generic.ui",1449335933459
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.606.v20100512,"org.eclipse.jst.server.generic.core",1449335933460
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1449335933460
stopped,bundle,org.eclipse.datatools.connectivity.oda.template.ui,3.2.1.v201004090942,"org.eclipse.datatools.connectivity.oda.template.ui",1449335933460
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.201.v20100820_r361,"org.eclipse.pde.api.tools.ui",1449335933461
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20100601,"org.eclipse.pde.ds.ui",1449335933461
stopped,bundle,org.eclipse.pde.runtime,3.4.200.v20100601,"org.eclipse.pde.runtime",1449335933461
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20100504,"org.eclipse.pde.ua.ui",1449335933464
stopped,bundle,org.eclipse.pde.ui.templates,3.4.200.v20100601,"org.eclipse.pde.ui.templates",1449335933466
stopped,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1449335933466
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1449335933467
